common_name,botanical_name,plant_url
Hoary Aster,Dieteria asteroides,//legacy.calscape.org/qrcodes/Dieteria-asteroides(192)
Eaton's Penstemon,Penstemon eatonii var. eatonii,//legacy.calscape.org/qrcodes/Penstemon-eatonii-var.-eatonii(192)
Pinole Clover,Trifolium bifidum var. bifidum,//legacy.calscape.org/qrcodes/Trifolium-bifidum-var.-bifidum(192)
Parry's Leafy Aster,Symphyotrichum foliaceum var. apricum,//legacy.calscape.org/qrcodes/Symphyotrichum-foliaceum-var.-apricum(192)
Showy Phlox,Phlox speciosa,//legacy.calscape.org/qrcodes/Phlox-speciosa(192)
Desert Gooseberry,Ribes velutinum,//legacy.calscape.org/qrcodes/Ribes-velutinum(192)
Showy Goldenrod,Solidago spectabilis,//legacy.calscape.org/qrcodes/Solidago-spectabilis(192)
Creeping Sibbaldia,Sibbaldia procumbens,//legacy.calscape.org/qrcodes/Sibbaldia-procumbens(192)
Brewer's Rock Cress,Boechera breweri,//legacy.calscape.org/qrcodes/Boechera-breweri(192)
Flaccid Cryptantha,Cryptantha flaccida,//legacy.calscape.org/qrcodes/Cryptantha-flaccida(192)
Cryptantha Owl's Clover,Orthocarpus cuspidatus ssp. cryptanthus,//legacy.calscape.org/qrcodes/Orthocarpus-cuspidatus-ssp.-cryptanthus(192)
Douglas's Catchfly,Silene douglasii var. douglasii,//legacy.calscape.org/qrcodes/Silene-douglasii-var.-douglasii(192)
Long Leaf Paintbrush,Castilleja subinclusa ssp. subinclusa,//legacy.calscape.org/qrcodes/Castilleja-subinclusa-ssp.-subinclusa(192)
Goosefoot Violet,Viola purpurea ssp. purpurea,//legacy.calscape.org/qrcodes/Viola-purpurea-ssp.-purpurea(192)
Hairy Sage,Salvia dorrii var. pilosa,//legacy.calscape.org/qrcodes/Salvia-dorrii-var.-pilosa(192)
Western Blueberry,Vaccinium uliginosum ssp. occidentale,//legacy.calscape.org/qrcodes/Vaccinium-uliginosum-ssp.-occidentale(192)
Howell's Onion,Allium howellii var. howellii,//legacy.calscape.org/qrcodes/Allium-howellii-var.-howellii(192)
Field Sagewort,Artemisia borealis,//legacy.calscape.org/qrcodes/Artemisia-borealis(192)
Common Woodrush,Luzula multiflora,//legacy.calscape.org/qrcodes/Luzula-multiflora(192)
Oregon Rockcress,Arabis oregana,//legacy.calscape.org/qrcodes/Arabis-oregana(192)
Kern Larkspur,Delphinium hansenii ssp. kernense,//legacy.calscape.org/qrcodes/Delphinium-hansenii-ssp.-kernense(192)
Canyon Gooseberry,Ribes menziesii var. menziesii,//legacy.calscape.org/qrcodes/Ribes-menziesii-var.-menziesii(192)
Arctic Starflower,Lysimachia europaea,//legacy.calscape.org/qrcodes/Lysimachia-europaea(192)
Ojai Bushmallow,Malacothamnus nuttallii,//legacy.calscape.org/qrcodes/Malacothamnus-nuttallii(192)
Narrow Tube Ipomopsis,Ipomopsis tenuituba,//legacy.calscape.org/qrcodes/Ipomopsis-tenuituba(192)
Shelton's Violet,Viola sheltonii,//legacy.calscape.org/qrcodes/Viola-sheltonii(192)
Santa Susana Tarplant,Deinandra minthornii,//legacy.calscape.org/qrcodes/Deinandra-minthornii(192)
Pale Western Larkspur,Delphinium hesperium ssp. pallescens,//legacy.calscape.org/qrcodes/Delphinium-hesperium-ssp.-pallescens(192)
Sierra Cryptantha,Cryptantha nubigena,//legacy.calscape.org/qrcodes/Cryptantha-nubigena(192)
Serpentine Sunflower,Helianthus exilis,//legacy.calscape.org/qrcodes/Helianthus-exilis(192)
Water Sedge,Carex aquatilis var. aquatilis,//legacy.calscape.org/qrcodes/Carex-aquatilis-var.-aquatilis(192)
Heligrass,Melica frutescens,//legacy.calscape.org/qrcodes/Melica-frutescens(192)
Biennial Cinquefoil,Potentilla biennis,//legacy.calscape.org/qrcodes/Potentilla-biennis(192)
Douglas Phlox,Phlox douglasii,//legacy.calscape.org/qrcodes/Phlox-douglasii(192)
Coulter's Lupine,Lupinus sparsiflorus ssp. sparsiflorus,//legacy.calscape.org/qrcodes/Lupinus-sparsiflorus-ssp.-sparsiflorus(192)
Oregon Sunshine,Eriophyllum lanatum var. integrifolium,//legacy.calscape.org/qrcodes/Eriophyllum-lanatum-var.-integrifolium(192)
Common Bladderwort,Utricularia macrorhiza,//legacy.calscape.org/qrcodes/Utricularia-macrorhiza(192)
Woollyhead Clover,Trifolium eriocephalum,//legacy.calscape.org/qrcodes/Trifolium-eriocephalum(192)
Lemmon's Sedge,Carex lemmonii,//legacy.calscape.org/qrcodes/Carex-lemmonii(192)
Mountain Ash,Sorbus scopulina,//legacy.calscape.org/qrcodes/Sorbus-scopulina(192)
Burrobrush,Ambrosia salsola var. salsola,//legacy.calscape.org/qrcodes/Ambrosia-salsola-var.-salsola(192)
Coast Plantain,Plantago elongata,//legacy.calscape.org/qrcodes/Plantago-elongata(192)
Toad Rush,Juncus bufonius var. bufonius,//legacy.calscape.org/qrcodes/Juncus-bufonius-var.-bufonius(192)
Greensheath Sedge,Carex feta,//legacy.calscape.org/qrcodes/Carex-feta(192)
Sitka Sedge,Carex aquatilis var. dives,//legacy.calscape.org/qrcodes/Carex-aquatilis-var.-dives(192)
Santa Rosa Isl. Torrey Pine,Pinus torreyana ssp. insularis,//legacy.calscape.org/qrcodes/Pinus-torreyana-ssp.-insularis(192)
Desert Olive,Menodora scabra var. glabrescens,//legacy.calscape.org/qrcodes/Menodora-scabra-var.-glabrescens(192)
Santa Cruz Island Bushmallow,Malacothamnus fasciculatus var. nesioticus,//legacy.calscape.org/qrcodes/Malacothamnus-fasciculatus-var.-nesioticus(192)
Hairy Rock Cress,Arabis pycnocarpa,//legacy.calscape.org/qrcodes/Arabis-pycnocarpa(192)
Large Leaved Mahala Mat,Ceanothus prostratus var. prostratus,//legacy.calscape.org/qrcodes/Ceanothus-prostratus-var.-prostratus(192)
Great Basin Goldenrod,Solidago velutina ssp. sparsiflora,//legacy.calscape.org/qrcodes/Solidago-velutina-ssp.-sparsiflora(192)
Lotebush,Ziziphus obtusifolia,//legacy.calscape.org/qrcodes/Ziziphus-obtusifolia(192)
Narrow Tarplant,Holocarpha virgata ssp. virgata,//legacy.calscape.org/qrcodes/Holocarpha-virgata-ssp.-virgata(192)
Pale Yellow Mariposa,Calochortus clavatus var. pallidus,//legacy.calscape.org/qrcodes/Calochortus-clavatus-var.-pallidus(192)
Western Mountain Aster,Symphyotrichum spathulatum var. spathulatum,//legacy.calscape.org/qrcodes/Symphyotrichum-spathulatum-var.-spathulatum(192)
San Benito Jewelflower,Streptanthus insignis,//legacy.calscape.org/qrcodes/Streptanthus-insignis(192)
Yucaipa Onion,Allium marvinii,//legacy.calscape.org/qrcodes/Allium-marvinii(192)
Eaton's Aster,Symphyotrichum bracteolatum,//legacy.calscape.org/qrcodes/Symphyotrichum-bracteolatum(192)
Piper's Barberry,Berberis aquifolium var. aquifolium,//legacy.calscape.org/qrcodes/Berberis-aquifolium-var.-aquifolium(192)
Chocolate Lily,Fritillaria biflora var. biflora,//legacy.calscape.org/qrcodes/Fritillaria-biflora-var.-biflora(192)
Hairless Gaping Keckiella,Keckiella breviflora var. glabrisepala,//legacy.calscape.org/qrcodes/Keckiella-breviflora-var.-glabrisepala(192)
Sticky Cinquefoil,Drymocallis pseudorupestris,//legacy.calscape.org/qrcodes/Drymocallis-pseudorupestris(192)
Mountain Willow,Salix eastwoodiae,//legacy.calscape.org/qrcodes/Salix-eastwoodiae(192)
Orcutt's Bristleweed,Hazardia orcuttii,//legacy.calscape.org/qrcodes/Hazardia-orcuttii(192)
Macoun's Everlasting,Pseudognaphalium macounii,//legacy.calscape.org/qrcodes/Pseudognaphalium-macounii(192)
Satan's Goldenbush,Isocoma menziesii var. diabolica,//legacy.calscape.org/qrcodes/Isocoma-menziesii-var.-diabolica(192)
San Diego Chamise,Adenostoma fasciculatum var. obtusifolium,//legacy.calscape.org/qrcodes/Adenostoma-fasciculatum-var.-obtusifolium(192)
Alkali Draba,Cusickiella douglasii,//legacy.calscape.org/qrcodes/Cusickiella-douglasii(192)
Beautiful Rock Cress,Boechera pulchra,//legacy.calscape.org/qrcodes/Boechera-pulchra(192)
Pygmy Cypress,Hesperocyparis pygmaea,//legacy.calscape.org/qrcodes/Hesperocyparis-pygmaea(192)
Giant Chinquapin,Chrysolepis chrysophylla var. minor,//legacy.calscape.org/qrcodes/Chrysolepis-chrysophylla-var.-minor(192)
Low Beardtongue,Penstemon humilis var. humilis,//legacy.calscape.org/qrcodes/Penstemon-humilis-var.-humilis(192)
Callahan's Mariposa Lily,Calochortus syntrophus,//legacy.calscape.org/qrcodes/Calochortus-syntrophus(192)
Lyall's Rock Cress,Boechera lyallii,//legacy.calscape.org/qrcodes/Boechera-lyallii(192)
Cambria Bushmallow,Malacothamnus palmeri,//legacy.calscape.org/qrcodes/Malacothamnus-palmeri(192)
Carmel Valley Bushmallow,Malacothamnus involucratus,//legacy.calscape.org/qrcodes/Malacothamnus-involucratus(192)
Smoothstem Sedge,Carex laeviculmis,//legacy.calscape.org/qrcodes/Carex-laeviculmis(192)
Parish's Larkspur,Delphinium parishii ssp. parishii,//legacy.calscape.org/qrcodes/Delphinium-parishii-ssp.-parishii(192)
Tauschia,Tauschia hartwegii,//legacy.calscape.org/qrcodes/Tauschia-hartwegii(192)
Heckard's Indian Paintbrush,Castilleja montigena,//legacy.calscape.org/qrcodes/Castilleja-montigena(192)
Desert Beardtongue,Penstemon fruticiformis var. fruticiformis,//legacy.calscape.org/qrcodes/Penstemon-fruticiformis-var.-fruticiformis(192)
Howell's Monkshood,Aconitum columbianum ssp. viviparum,//legacy.calscape.org/qrcodes/Aconitum-columbianum-ssp.-viviparum(192)
Slender Cryptantha,Cryptantha sparsiflora,//legacy.calscape.org/qrcodes/Cryptantha-sparsiflora(192)
Few Seeded Draba,Draba oligosperma,//legacy.calscape.org/qrcodes/Draba-oligosperma(192)
Southern Alpine Buckwheat,Eriogonum kennedyi var. alpigenum,//legacy.calscape.org/qrcodes/Eriogonum-kennedyi-var.-alpigenum(192)
Chamise,Adenostoma fasciculatum var. fasciculatum,//legacy.calscape.org/qrcodes/Adenostoma-fasciculatum-var.-fasciculatum(192)
Lemon Colored Fawn Lily,Erythronium citrinum var. roderickii,//legacy.calscape.org/qrcodes/Erythronium-citrinum-var.-roderickii(192)
Narrow Hairgrass,Calamagrostis stricta,//legacy.calscape.org/qrcodes/Calamagrostis-stricta(192)
Tall Mountain Larkspur,Delphinium scaposum,//legacy.calscape.org/qrcodes/Delphinium-scaposum(192)
Common Juniper,Juniperus communis var. saxatilis,//legacy.calscape.org/qrcodes/Juniperus-communis-var.-saxatilis(192)
Taylor's Fawnlily,Erythronium taylorii,//legacy.calscape.org/qrcodes/Erythronium-taylorii(192)
American Threefold,Trixis californica,//legacy.calscape.org/qrcodes/Trixis-californica(192)
Fringed Spineflower,Chorizanthe fimbriata var. fimbriata,//legacy.calscape.org/qrcodes/Chorizanthe-fimbriata-var.-fimbriata(192)
Santa Cruz Cypress,Hesperocyparis abramsiana,//legacy.calscape.org/qrcodes/Hesperocyparis-abramsiana(192)
Serpentine Catchfly,Silene serpentinicola,//legacy.calscape.org/qrcodes/Silene-serpentinicola(192)
Saw Toothed Lewisia,Lewisia serrata,//legacy.calscape.org/qrcodes/Lewisia-serrata(192)
Eastern Bewildering Bushmallow,Malacothamnus arcuatus var. elmeri,//legacy.calscape.org/qrcodes/Malacothamnus-arcuatus-var.-elmeri(192)
San Mateo Tree Lupine,Lupinus arboreus var. eximius,//legacy.calscape.org/qrcodes/Lupinus-arboreus-var.-eximius(192)
Milo Baker's Lupine,Lupinus milo-bakeri,//legacy.calscape.org/qrcodes/Lupinus-milo-bakeri(192)
One Sided Monkeyflower,Mimulus fremontii var. fremontii,//legacy.calscape.org/qrcodes/Mimulus-fremontii-var.-fremontii(192)
Howell's Fawnlily,Erythronium citrinum var. citrinum,//legacy.calscape.org/qrcodes/Erythronium-citrinum-var.-citrinum(192)
California Glacier Lily,Erythronium grandiflorum ssp. grandiflorum,//legacy.calscape.org/qrcodes/Erythronium-grandiflorum-ssp.-grandiflorum(192)
Narrow-leaved Willow,Salix exigua var. exigua,//legacy.calscape.org/qrcodes/Salix-exigua-var.-exigua(192)
Blue Alpine Phacelia,Phacelia sericea var. ciliosa,//legacy.calscape.org/qrcodes/Phacelia-sericea-var.-ciliosa(192)
Drops Of Gold,Prosartes parvifolia,//legacy.calscape.org/qrcodes/Prosartes-parvifolia(192)
Pink Fairy Lantern,Calochortus albus var. rubellus,//legacy.calscape.org/qrcodes/Calochortus-albus-var.-rubellus(192)
Uropappus,Uropappus lindleyi,//legacy.calscape.org/qrcodes/Uropappus-lindleyi(192)
Maple Leaved Checkerbloom,Sidalcea malachroides,//legacy.calscape.org/qrcodes/Sidalcea-malachroides(192)
Arizona Cottontop,Digitaria californica,//legacy.calscape.org/qrcodes/Digitaria-californica(192)
Aromatic Canyon Gooseberry,Ribes menziesii var. ixoderme,//legacy.calscape.org/qrcodes/Ribes-menziesii-var.-ixoderme(192)
Red Buckthorn,Frangula rubra ssp. rubra,//legacy.calscape.org/qrcodes/Frangula-rubra-ssp.-rubra(192)
Camphorweed,Heterotheca subaxillaris,//legacy.calscape.org/qrcodes/Heterotheca-subaxillaris(192)
Southern Coastal Bushmallow,Malacothamnus fasciculatus var. fasciculatus,//legacy.calscape.org/qrcodes/Malacothamnus-fasciculatus-var.-fasciculatus(192)
Marsh Hedgenettle,Stachys palustris,//legacy.calscape.org/qrcodes/Stachys-palustris(192)
Serpentine Sulphur Buckwheat,Eriogonum umbellatum var. goodmanii,//legacy.calscape.org/qrcodes/Eriogonum-umbellatum-var.-goodmanii(192)
Western Wallflower,Erysimum capitatum var. purshii,//legacy.calscape.org/qrcodes/Erysimum-capitatum-var.-purshii(192)
Cushion Buckwheat,Eriogonum ovalifolium var. depressum,//legacy.calscape.org/qrcodes/Eriogonum-ovalifolium-var.-depressum(192)
Mojave Lupine,Lupinus sparsiflorus ssp. mohavensis,//legacy.calscape.org/qrcodes/Lupinus-sparsiflorus-ssp.-mohavensis(192)
Bitter Root,Lewisia rediviva var. minor,//legacy.calscape.org/qrcodes/Lewisia-rediviva-var.-minor(192)
Dorr's Sage,Salvia dorrii var. dorrii,//legacy.calscape.org/qrcodes/Salvia-dorrii-var.-dorrii(192)
Rockloving Phacelia,Phacelia douglasii var. petrophila,//legacy.calscape.org/qrcodes/Phacelia-douglasii-var.-petrophila(192)
Northern Black Currant Currant,Ribes hudsonianum,//legacy.calscape.org/qrcodes/Ribes-hudsonianum(192)
Desert Agave,Agave deserti var. deserti,//legacy.calscape.org/qrcodes/Agave-deserti-var.-deserti(192)
Western Bladderpod,Physaria occidentalis,//legacy.calscape.org/qrcodes/Physaria-occidentalis(192)
Desert Agave,Agave deserti var. simplex,//legacy.calscape.org/qrcodes/Agave-deserti-var.-simplex(192)
Turricula,Eriodictyon parryi,//legacy.calscape.org/qrcodes/Eriodictyon-parryi(192)
Common Threesquare,Schoenoplectus pungens,//legacy.calscape.org/qrcodes/Schoenoplectus-pungens(192)
Fringed Twinevine,Funastrum cynanchoides,//legacy.calscape.org/qrcodes/Funastrum-cynanchoides(192)
Hoover's Deserttrumpet,Eriogonum clavatum,//legacy.calscape.org/qrcodes/Eriogonum-clavatum(192)
Three Square,Schoenoplectus pungens var. longispicatus,//legacy.calscape.org/qrcodes/Schoenoplectus-pungens-var.-longispicatus(192)
Goats Beard,Aruncus dioicus var. acuminatus,//legacy.calscape.org/qrcodes/Aruncus-dioicus-var.-acuminatus(192)
King's Sandwort,Eremogone kingii,//legacy.calscape.org/qrcodes/Eremogone-kingii(192)
Bracted Lousewort,Pedicularis bracteosa,//legacy.calscape.org/qrcodes/Pedicularis-bracteosa(192)
Arroyo De La Cruz Mariposa Lily,Calochortus clavatus var. recurvifolius,//legacy.calscape.org/qrcodes/Calochortus-clavatus-var.-recurvifolius(192)
Fosberg's,Cylindropuntia fosbergii,//legacy.calscape.org/qrcodes/Cylindropuntia-fosbergii(192)
San Luis Obispo Fountain Thistle,Cirsium fontinale var. obispoense,//legacy.calscape.org/qrcodes/Cirsium-fontinale-var.-obispoense(192)
Spotted Locoweed,Astragalus lentiginosus,//legacy.calscape.org/qrcodes/Astragalus-lentiginosus(192)
Mountain Jewelflower,Streptanthus tortuosus,//legacy.calscape.org/qrcodes/Streptanthus-tortuosus(192)
Pygmy Poppy,Eschscholzia minutiflora,//legacy.calscape.org/qrcodes/Eschscholzia-minutiflora(192)
Gumweed,Madia gracilis,//legacy.calscape.org/qrcodes/Madia-gracilis(192)
Western Tansymustard,Descurainia pinnata,//legacy.calscape.org/qrcodes/Descurainia-pinnata(192)
Common Bedstraw,Galium aparine,//legacy.calscape.org/qrcodes/Galium-aparine(192)
Western Marsh Cudweed,Gnaphalium palustre,//legacy.calscape.org/qrcodes/Gnaphalium-palustre(192)
Wingnut Cryptantha,Cryptantha pterocarya,//legacy.calscape.org/qrcodes/Cryptantha-pterocarya(192)
Bearded Cryptantha,Cryptantha barbigera,//legacy.calscape.org/qrcodes/Cryptantha-barbigera(192)
Common Goldfields,Lasthenia gracilis,//legacy.calscape.org/qrcodes/Lasthenia-gracilis(192)
Narrow-leaved Cryptantha,Cryptantha angustifolia,//legacy.calscape.org/qrcodes/Cryptantha-angustifolia(192)
Least Pepperweed,Lepidium virginicum,//legacy.calscape.org/qrcodes/Lepidium-virginicum(192)
Shaggyfruit Pepperweed,Lepidium lasiocarpum,//legacy.calscape.org/qrcodes/Lepidium-lasiocarpum(192)
Small Wirelettuce,Stephanomeria exigua,//legacy.calscape.org/qrcodes/Stephanomeria-exigua(192)
Wavyleaf Indian Paintbrush,Castilleja applegatei ssp. pinetorum,//legacy.calscape.org/qrcodes/Castilleja-applegatei-ssp.-pinetorum(192)
Spreading Groundsmoke,Gayophytum diffusum,//legacy.calscape.org/qrcodes/Gayophytum-diffusum(192)
Narrowleaf Bedstraw,Galium angustifolium ssp. angustifolium,//legacy.calscape.org/qrcodes/Galium-angustifolium-ssp.-angustifolium(192)
Cushion Cryptantha,Cryptantha circumscissa,//legacy.calscape.org/qrcodes/Cryptantha-circumscissa(192)
California Mustard,Caulanthus lasiophyllus,//legacy.calscape.org/qrcodes/Caulanthus-lasiophyllus(192)
Fremont Pincushion,Chaenactis fremontii,//legacy.calscape.org/qrcodes/Chaenactis-fremontii(192)
Nevada Catseye,Cryptantha nevadensis,//legacy.calscape.org/qrcodes/Cryptantha-nevadensis(192)
Rough Hedgenettle,Stachys rigida,//legacy.calscape.org/qrcodes/Stachys-rigida(192)
Spreading Groundsmoke,Gayophytum diffusum ssp. parviflorum,//legacy.calscape.org/qrcodes/Gayophytum-diffusum-ssp.-parviflorum(192)
Chaparral Dodder,Cuscuta californica,//legacy.calscape.org/qrcodes/Cuscuta-californica(192)
Thomas' Wild Buckwheat,Eriogonum thomasii,//legacy.calscape.org/qrcodes/Eriogonum-thomasii(192)
Wallace's Woolly Daisy,Eriophyllum wallacei,//legacy.calscape.org/qrcodes/Eriophyllum-wallacei(192)
Slender Buckwheat,Eriogonum microthecum,//legacy.calscape.org/qrcodes/Eriogonum-microthecum(192)
Brittle Spineflower,Chorizanthe brevicornu,//legacy.calscape.org/qrcodes/Chorizanthe-brevicornu(192)
Rusty Popcornflower,Plagiobothrys nothofulvus,//legacy.calscape.org/qrcodes/Plagiobothrys-nothofulvus(192)
Woollyleaf Manzanita,Arctostaphylos tomentosa,//legacy.calscape.org/qrcodes/Arctostaphylos-tomentosa(192)
Desert Palafox,Palafoxia arida,//legacy.calscape.org/qrcodes/Palafoxia-arida(192)
Desert Trumpet,Eriogonum inflatum,//legacy.calscape.org/qrcodes/Eriogonum-inflatum(192)
Pebble Pincushion,Chaenactis carphoclinia,//legacy.calscape.org/qrcodes/Chaenactis-carphoclinia(192)
Cowbag Clover,Trifolium depauperatum,//legacy.calscape.org/qrcodes/Trifolium-depauperatum(192)
Cleveland's Cryptantha,Cryptantha clevelandii,//legacy.calscape.org/qrcodes/Cryptantha-clevelandii(192)
Redroot Cryptantha,Cryptantha micrantha,//legacy.calscape.org/qrcodes/Cryptantha-micrantha(192)
Yellow Pincushion,Chaenactis glabriuscula var. glabriuscula,//legacy.calscape.org/qrcodes/Chaenactis-glabriuscula-var.-glabriuscula(192)
Dwarf White Milkvetch,Astragalus didymocarpus,//legacy.calscape.org/qrcodes/Astragalus-didymocarpus(192)
Star Gilia,Gilia stellata,//legacy.calscape.org/qrcodes/Gilia-stellata(192)
Yellow Turbans,Eriogonum pusillum,//legacy.calscape.org/qrcodes/Eriogonum-pusillum(192)
Leafy Fleabane,Erigeron foliosus var. foliosus,//legacy.calscape.org/qrcodes/Erigeron-foliosus-var.-foliosus(192)
Sandysoil Suncup,Camissonia strigulosa,//legacy.calscape.org/qrcodes/Camissonia-strigulosa(192)
Valley Popcornflower,Plagiobothrys canescens,//legacy.calscape.org/qrcodes/Plagiobothrys-canescens(192)
Smallseed Sandmat,Euphorbia polycarpa,//legacy.calscape.org/qrcodes/Euphorbia-polycarpa(192)
Northern Pectocarya,Pectocarya penicillata,//legacy.calscape.org/qrcodes/Pectocarya-penicillata(192)
Sagebrush Combseed,Pectocarya linearis,//legacy.calscape.org/qrcodes/Pectocarya-linearis(192)
Mojave Desertstar,Monoptilon bellioides,//legacy.calscape.org/qrcodes/Monoptilon-bellioides(192)
Douglas' Milkvetch,Astragalus douglasii,//legacy.calscape.org/qrcodes/Astragalus-douglasii(192)
Common Sandweed,Athysanus pusillus,//legacy.calscape.org/qrcodes/Athysanus-pusillus(192)
Brewer's Fleabane,Erigeron breweri,//legacy.calscape.org/qrcodes/Erigeron-breweri(192)
Annual Agoseris,Agoseris heterophylla,//legacy.calscape.org/qrcodes/Agoseris-heterophylla(192)
Flatcrown Buckwheat,Eriogonum deflexum,//legacy.calscape.org/qrcodes/Eriogonum-deflexum(192)
Field Primrose,Camissonia campestris,//legacy.calscape.org/qrcodes/Camissonia-campestris(192)
Douglas' Knotweed,Polygonum douglasii,//legacy.calscape.org/qrcodes/Polygonum-douglasii(192)
